Category,ProductID,FileName,Name,Brand,BigBasket Search
"Rice (Biyyam)","red-rice-rakthashali","red-rice-rakthashali.jpg","Red Rice (Rakthashali)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Red%20Rice"
"Rice (Biyyam)","sri-lalitha-hmt-rice","sri-lalitha-hmt-rice.jpg","Sri Lalitha HMT Rice","Sri Lalitha","https://www.bigbasket.com/ps/?q=Sri%20Lalitha%20Sri%20Lalitha%20HMT%20Rice"
"Dals & Pulses (Pappu)","24-mantra-organic-toor-dal","24-mantra-organic-toor-dal.jpg","24 Mantra Organic Toor Dal","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%2024%20Mantra%20Organic%20Toor%20Dal"
"Dals & Pulses (Pappu)","bb-popular-moong-dal","bb-popular-moong-dal.jpg","BB Popular Moong Dal","BB Popular","https://www.bigbasket.com/ps/?q=BB%20Popular%20BB%20Popular%20Moong%20Dal"
"Dals & Pulses (Pappu)","black-chana-kala-chana","black-chana-kala-chana.jpg","Black Chana (Kala Chana)","Local","https://www.bigbasket.com/ps/?q=Black%20Chana"
"Dals & Pulses (Pappu)","black-eyed-peas-bobbarlu","black-eyed-peas-bobbarlu.jpg","Black Eyed Peas (Bobbarlu)","Local","https://www.bigbasket.com/ps/?q=Black%20Eyed%20Peas"
"Dals & Pulses (Pappu)","green-moong-whole","green-moong-whole.jpg","Green Moong Whole","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Green%20Moong%20Whole"
"Dals & Pulses (Pappu)","horse-gram-ulavalu","horse-gram-ulavalu.jpg","Horse Gram (Ulavalu)","Local","https://www.bigbasket.com/ps/?q=Horse%20Gram"
"Dals & Pulses (Pappu)","kabuli-chana-chickpeas","kabuli-chana-chickpeas.jpg","Kabuli Chana (Chickpeas)","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Kabuli%20Chana"
"Dals & Pulses (Pappu)","masoor-dal-red-lentils","masoor-dal-red-lentils.jpg","Masoor Dal (Red Lentils)","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Masoor%20Dal"
"Dals & Pulses (Pappu)","mix-dal-panchratan","mix-dal-panchratan.jpg","Mix Dal (Panchratan)","Local","https://www.bigbasket.com/ps/?q=Mix%20Dal"
"Dals & Pulses (Pappu)","moong-dal-dhuli-washed","moong-dal-dhuli-washed.jpg","Moong Dal Dhuli (Washed)","Local","https://www.bigbasket.com/ps/?q=Moong%20Dal%20Dhuli"
"Dals & Pulses (Pappu)","rajma-kidney-beans","rajma-kidney-beans.jpg","Rajma (Kidney Beans)","BB Popular","https://www.bigbasket.com/ps/?q=BB%20Popular%20Rajma"
"Dals & Pulses (Pappu)","tata-sampann-chana-dal","tata-sampann-chana-dal.jpg","Tata Sampann Chana Dal","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Tata%20Sampann%20Chana%20Dal"
"Dals & Pulses (Pappu)","tata-sampann-moong-dal","tata-sampann-moong-dal.jpg","Tata Sampann Moong Dal","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Tata%20Sampann%20Moong%20Dal"
"Dals & Pulses (Pappu)","tata-sampann-toor-dal","tata-sampann-toor-dal.jpg","Tata Sampann Toor Dal","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Tata%20Sampann%20Toor%20Dal"
"Dals & Pulses (Pappu)","urad-dal-black-gram","urad-dal-black-gram.jpg","Urad Dal (Black Gram)","Local","https://www.bigbasket.com/ps/?q=Urad%20Dal"
"Dals & Pulses (Pappu)","urad-dal-white-split","urad-dal-white-split.jpg","Urad Dal White (Split)","Tata Sampann","https://www.bigbasket.com/ps/?q=Tata%20Sampann%20Urad%20Dal%20White"
"Millets (Siridanyalu)","24-mantra-foxtail-millet","24-mantra-foxtail-millet.jpg","24 Mantra Foxtail Millet","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%2024%20Mantra%20Foxtail%20Millet"
"Millets (Siridanyalu)","bajra-flour-pearl-millet","bajra-flour-pearl-millet.jpg","Bajra Flour (Pearl Millet)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Bajra%20Flour"
"Millets (Siridanyalu)","bajra-pearl-millet","bajra-pearl-millet.jpg","Bajra (Pearl Millet)","Local","https://www.bigbasket.com/ps/?q=Bajra"
"Millets (Siridanyalu)","barnyard-millet-udalu","barnyard-millet-udalu.jpg","Barnyard Millet (Udalu)","Siridhanya","https://www.bigbasket.com/ps/?q=Siridhanya%20Barnyard%20Millet"
"Millets (Siridanyalu)","foxtail-millet-korralu","foxtail-millet-korralu.jpg","Foxtail Millet (Korralu)","Siridhanya","https://www.bigbasket.com/ps/?q=Siridhanya%20Foxtail%20Millet"
"Millets (Siridanyalu)","foxtail-millet-rava","foxtail-millet-rava.jpg","Foxtail Millet Rava","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Foxtail%20Millet%20Rava"
"Millets (Siridanyalu)","jowar-flour","jowar-flour.jpg","Jowar Flour","Aashirvaad","https://www.bigbasket.com/ps/?q=Aashirvaad%20Jowar%20Flour"
"Millets (Siridanyalu)","jowar-flour-sorghum","jowar-flour-sorghum.jpg","Jowar Flour (Sorghum)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Jowar%20Flour"
"Millets (Siridanyalu)","jowar-sorghum-whole","jowar-sorghum-whole.jpg","Jowar (Sorghum) Whole","Local","https://www.bigbasket.com/ps/?q=Jowar%20%20Whole"
"Millets (Siridanyalu)","jowar-whole-jonna","jowar-whole-jonna.jpg","Jowar Whole (Jonna)","Local","https://www.bigbasket.com/ps/?q=Jowar%20Whole"
"Millets (Siridanyalu)","kodo-millet-arikelu","kodo-millet-arikelu.jpg","Kodo Millet (Arikelu)","Siridhanya","https://www.bigbasket.com/ps/?q=Siridhanya%20Kodo%20Millet"
"Millets (Siridanyalu)","little-millet-samai","little-millet-samai.jpg","Little Millet (Samai)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Little%20Millet"
"Millets (Siridanyalu)","little-millet-samalu","little-millet-samalu.jpg","Little Millet (Samalu)","Siridhanya","https://www.bigbasket.com/ps/?q=Siridhanya%20Little%20Millet"
"Millets (Siridanyalu)","multi-millet-mix","multi-millet-mix.jpg","Multi Millet Mix","Siridhanya","https://www.bigbasket.com/ps/?q=Siridhanya%20Multi%20Millet%20Mix"
"Millets (Siridanyalu)","organic-tattva-ragi-flour","organic-tattva-ragi-flour.jpg","Organic Tattva Ragi Flour","Organic Tattva","https://www.bigbasket.com/ps/?q=Organic%20Tattva%20Organic%20Tattva%20Ragi%20Flour"
"Millets (Siridanyalu)","ragi-whole-finger-millet","ragi-whole-finger-millet.jpg","Ragi Whole (Finger Millet)","Local","https://www.bigbasket.com/ps/?q=Ragi%20Whole"
"Oils & Ghee (Nuvvulu/Neyyi)","amul-ghee","amul-ghee.jpg","Amul Ghee","Amul","https://www.bigbasket.com/ps/?q=Amul%20Amul%20Ghee"
"Oils & Ghee (Nuvvulu/Neyyi)","borges-extra-virgin-olive-oil","borges-extra-virgin-olive-oil.jpg","Borges Extra Virgin Olive Oil","Borges","https://www.bigbasket.com/ps/?q=Borges%20Borges%20Extra%20Virgin%20Olive%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","dhara-mustard-oil","dhara-mustard-oil.jpg","Dhara Mustard Oil","Dhara","https://www.bigbasket.com/ps/?q=Dhara%20Dhara%20Mustard%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","engine-groundnut-oil","engine-groundnut-oil.jpg","Engine Groundnut Oil","Engine","https://www.bigbasket.com/ps/?q=Engine%20Engine%20Groundnut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","figaro-olive-oil","figaro-olive-oil.jpg","Figaro Olive Oil","Figaro","https://www.bigbasket.com/ps/?q=Figaro%20Figaro%20Olive%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","fortune-mustard-oil","fortune-mustard-oil.jpg","Fortune Mustard Oil","Fortune","https://www.bigbasket.com/ps/?q=Fortune%20Fortune%20Mustard%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","fortune-sunflower-oil","fortune-sunflower-oil.jpg","Fortune Sunflower Oil","Fortune","https://www.bigbasket.com/ps/?q=Fortune%20Fortune%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","freedom-groundnut-oil-filtered","freedom-groundnut-oil-filtered.jpg","Freedom Groundnut Oil (Filtered)","Freedom","https://www.bigbasket.com/ps/?q=Freedom%20Freedom%20Groundnut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","freedom-sunflower-oil","freedom-sunflower-oil.jpg","Freedom Sunflower Oil","Freedom","https://www.bigbasket.com/ps/?q=Freedom%20Freedom%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","gemini-groundnut-oil","gemini-groundnut-oil.jpg","Gemini Groundnut Oil","Gemini","https://www.bigbasket.com/ps/?q=Gemini%20Gemini%20Groundnut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","gemini-sunflower-oil","gemini-sunflower-oil.jpg","Gemini Sunflower Oil","Gemini","https://www.bigbasket.com/ps/?q=Gemini%20Gemini%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","gold-winner-sunflower-oil","gold-winner-sunflower-oil.jpg","Gold Winner Sunflower Oil","Gold Winner","https://www.bigbasket.com/ps/?q=Gold%20Winner%20Gold%20Winner%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","gowardhan-ghee","gowardhan-ghee.jpg","Gowardhan Ghee","Gowardhan","https://www.bigbasket.com/ps/?q=Gowardhan%20Gowardhan%20Ghee"
"Oils & Ghee (Nuvvulu/Neyyi)","idhayam-sesame-oil","idhayam-sesame-oil.jpg","Idhayam Sesame Oil","Idhayam","https://www.bigbasket.com/ps/?q=Idhayam%20Idhayam%20Sesame%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","idhayam-sesame-oil-nallennai","idhayam-sesame-oil-nallennai.jpg","Idhayam Sesame Oil (Nallennai)","Idhayam","https://www.bigbasket.com/ps/?q=Idhayam%20Idhayam%20Sesame%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","klf-nirmal-coconut-oil","klf-nirmal-coconut-oil.jpg","KLF Nirmal Coconut Oil","KLF","https://www.bigbasket.com/ps/?q=KLF%20KLF%20Nirmal%20Coconut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","kpl-shudhi-coconut-oil","kpl-shudhi-coconut-oil.jpg","KPL Shudhi Coconut Oil","KPL","https://www.bigbasket.com/ps/?q=KPL%20KPL%20Shudhi%20Coconut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","nandini-ghee","nandini-ghee.jpg","Nandini Ghee","Nandini","https://www.bigbasket.com/ps/?q=Nandini%20Nandini%20Ghee"
"Oils & Ghee (Nuvvulu/Neyyi)","nature-fresh-sunflower-oil","nature-fresh-sunflower-oil.jpg","Nature Fresh Sunflower Oil","Nature Fresh","https://www.bigbasket.com/ps/?q=Nature%20Fresh%20Nature%20Fresh%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","p-mark-mustard-oil","p-mark-mustard-oil.jpg","P Mark Mustard Oil","P Mark","https://www.bigbasket.com/ps/?q=P%20Mark%20P%20Mark%20Mustard%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","parachute-coconut-oil","parachute-coconut-oil.jpg","Parachute Coconut Oil","Parachute","https://www.bigbasket.com/ps/?q=Parachute%20Parachute%20Coconut%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","patanjali-cow-ghee","patanjali-cow-ghee.jpg","Patanjali Cow Ghee","Patanjali","https://www.bigbasket.com/ps/?q=Patanjali%20Patanjali%20Cow%20Ghee"
"Oils & Ghee (Nuvvulu/Neyyi)","rice-bran-oil","rice-bran-oil.jpg","Rice Bran Oil","Fortune","https://www.bigbasket.com/ps/?q=Fortune%20Rice%20Bran%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","saffola-gold-oil","saffola-gold-oil.jpg","Saffola Gold Oil","Saffola","https://www.bigbasket.com/ps/?q=Saffola%20Saffola%20Gold%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","sundrop-gold-sunflower-oil","sundrop-gold-sunflower-oil.jpg","Sundrop Gold Sunflower Oil","Sundrop","https://www.bigbasket.com/ps/?q=Sundrop%20Sundrop%20Gold%20Sunflower%20Oil"
"Oils & Ghee (Nuvvulu/Neyyi)","sundrop-heart-sunflower-oil","sundrop-heart-sunflower-oil.jpg","Sundrop Heart Sunflower Oil","Sundrop","https://www.bigbasket.com/ps/?q=Sundrop%20Sundrop%20Heart%20Sunflower%20Oil"
"Spices & Masala (Masalalu)","aachi-sambar-powder","aachi-sambar-powder.jpg","Aachi Sambar Powder","Aachi","https://www.bigbasket.com/ps/?q=Aachi%20Aachi%20Sambar%20Powder"
"Spices & Masala (Masalalu)","asafoetida-inguva","asafoetida-inguva.jpg","Asafoetida (Inguva)","LG","https://www.bigbasket.com/ps/?q=LG%20Asafoetida"
"Spices & Masala (Masalalu)","cardamom-elakulu","cardamom-elakulu.jpg","Cardamom (Elakulu)","Local","https://www.bigbasket.com/ps/?q=Cardamom"
"Spices & Masala (Masalalu)","catch-biryani-masala","catch-biryani-masala.jpg","Catch Biryani Masala","Catch","https://www.bigbasket.com/ps/?q=Catch%20Catch%20Biryani%20Masala"
"Spices & Masala (Masalalu)","catch-black-pepper-powder","catch-black-pepper-powder.jpg","Catch Black Pepper Powder","Catch","https://www.bigbasket.com/ps/?q=Catch%20Catch%20Black%20Pepper%20Powder"
"Spices & Masala (Masalalu)","catch-cumin-powder-jeera","catch-cumin-powder-jeera.jpg","Catch Cumin Powder (Jeera)","Catch","https://www.bigbasket.com/ps/?q=Catch%20Catch%20Cumin%20Powder"
"Spices & Masala (Masalalu)","cinnamon-sticks-dalchini","cinnamon-sticks-dalchini.jpg","Cinnamon Sticks (Dalchini)","Local","https://www.bigbasket.com/ps/?q=Cinnamon%20Sticks"
"Spices & Masala (Masalalu)","cloves-lavangalu","cloves-lavangalu.jpg","Cloves (Lavangalu)","Local","https://www.bigbasket.com/ps/?q=Cloves"
"Spices & Masala (Masalalu)","coriander-powder-dhaniya","coriander-powder-dhaniya.jpg","Coriander Powder (Dhaniya)","Everest","https://www.bigbasket.com/ps/?q=Everest%20Coriander%20Powder"
"Spices & Masala (Masalalu)","cumin-powder","cumin-powder.jpg","Cumin Powder","MDH","https://www.bigbasket.com/ps/?q=MDH%20Cumin%20Powder"
"Spices & Masala (Masalalu)","cumin-seeds-jeera","cumin-seeds-jeera.jpg","Cumin Seeds (Jeera)","Everest","https://www.bigbasket.com/ps/?q=Everest%20Cumin%20Seeds"
"Spices & Masala (Masalalu)","eastern-sambar-masala","eastern-sambar-masala.jpg","Eastern Sambar Masala","Eastern","https://www.bigbasket.com/ps/?q=Eastern%20Eastern%20Sambar%20Masala"
"Spices & Masala (Masalalu)","everest-chicken-masala","everest-chicken-masala.jpg","Everest Chicken Masala","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Chicken%20Masala"
"Spices & Masala (Masalalu)","everest-kashmirilal-chilli","everest-kashmirilal-chilli.jpg","Everest Kashmirilal Chilli","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Kashmirilal%20Chilli"
"Spices & Masala (Masalalu)","everest-meat-masala","everest-meat-masala.jpg","Everest Meat Masala","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Meat%20Masala"
"Spices & Masala (Masalalu)","everest-sambar-masala","everest-sambar-masala.jpg","Everest Sambar Masala","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Sambar%20Masala"
"Spices & Masala (Masalalu)","everest-sambhar-masala","everest-sambhar-masala.jpg","Everest Sambhar Masala","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Sambhar%20Masala"
"Spices & Masala (Masalalu)","everest-turmeric-powder","everest-turmeric-powder.jpg","Everest Turmeric Powder","Everest","https://www.bigbasket.com/ps/?q=Everest%20Everest%20Turmeric%20Powder"
"Spices & Masala (Masalalu)","fenugreek-seeds-menthulu","fenugreek-seeds-menthulu.jpg","Fenugreek Seeds (Menthulu)","Local","https://www.bigbasket.com/ps/?q=Fenugreek%20Seeds"
"Spices & Masala (Masalalu)","guntur-red-chilli-powder","guntur-red-chilli-powder.jpg","Guntur Red Chilli Powder","Local","https://www.bigbasket.com/ps/?q=Guntur%20Red%20Chilli%20Powder"
"Spices & Masala (Masalalu)","kitchen-king-masala","kitchen-king-masala.jpg","Kitchen King Masala","MDH","https://www.bigbasket.com/ps/?q=MDH%20Kitchen%20King%20Masala"
"Spices & Masala (Masalalu)","mdh-chaat-masala","mdh-chaat-masala.jpg","MDH Chaat Masala","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Chaat%20Masala"
"Spices & Masala (Masalalu)","mdh-chilli-powder","mdh-chilli-powder.jpg","MDH Chilli Powder","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Chilli%20Powder"
"Spices & Masala (Masalalu)","mdh-coriander-powder-dhaniya","mdh-coriander-powder-dhaniya.jpg","MDH Coriander Powder (Dhaniya)","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Coriander%20Powder"
"Spices & Masala (Masalalu)","mdh-garam-masala","mdh-garam-masala.jpg","MDH Garam Masala","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Garam%20Masala"
"Spices & Masala (Masalalu)","mdh-kitchen-king-masala","mdh-kitchen-king-masala.jpg","MDH Kitchen King Masala","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Kitchen%20King%20Masala"
"Spices & Masala (Masalalu)","mdh-lal-mirch-red-chilli","mdh-lal-mirch-red-chilli.jpg","MDH Lal Mirch (Red Chilli)","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Lal%20Mirch"
"Spices & Masala (Masalalu)","mdh-turmeric-powder","mdh-turmeric-powder.jpg","MDH Turmeric Powder","MDH","https://www.bigbasket.com/ps/?q=MDH%20MDH%20Turmeric%20Powder"
"Spices & Masala (Masalalu)","meat-masala","meat-masala.jpg","Meat Masala","MDH","https://www.bigbasket.com/ps/?q=MDH%20Meat%20Masala"
"Spices & Masala (Masalalu)","mtr-sambar-powder","mtr-sambar-powder.jpg","MTR Sambar Powder","MTR","https://www.bigbasket.com/ps/?q=MTR%20MTR%20Sambar%20Powder"
"Spices & Masala (Masalalu)","mustard-seeds-avalu","mustard-seeds-avalu.jpg","Mustard Seeds (Avalu)","Local","https://www.bigbasket.com/ps/?q=Mustard%20Seeds"
"Spices & Masala (Masalalu)","pav-bhaji-masala","pav-bhaji-masala.jpg","Pav Bhaji Masala","Everest","https://www.bigbasket.com/ps/?q=Everest%20Pav%20Bhaji%20Masala"
"Spices & Masala (Masalalu)","priya-pickle-powder","priya-pickle-powder.jpg","Priya Pickle Powder","Priya","https://www.bigbasket.com/ps/?q=Priya%20Priya%20Pickle%20Powder"
"Spices & Masala (Masalalu)","sakthi-chilli-powder","sakthi-chilli-powder.jpg","Sakthi Chilli Powder","Sakthi","https://www.bigbasket.com/ps/?q=Sakthi%20Sakthi%20Chilli%20Powder"
"Spices & Masala (Masalalu)","sakthi-rasam-powder","sakthi-rasam-powder.jpg","Sakthi Rasam Powder","Sakthi","https://www.bigbasket.com/ps/?q=Sakthi%20Sakthi%20Rasam%20Powder"
"Spices & Masala (Masalalu)","whole-black-pepper","whole-black-pepper.jpg","Whole Black Pepper","Everest","https://www.bigbasket.com/ps/?q=Everest%20Whole%20Black%20Pepper"
"Spices & Masala (Masalalu)","whole-cumin-seeds-jeera","whole-cumin-seeds-jeera.jpg","Whole Cumin Seeds (Jeera)","Local","https://www.bigbasket.com/ps/?q=Whole%20Cumin%20Seeds"
"Flour & Atta (Pindi)","aashirvaad-multi-grain-atta","aashirvaad-multi-grain-atta.jpg","Aashirvaad Multi Grain Atta","Aashirvaad","https://www.bigbasket.com/ps/?q=Aashirvaad%20Aashirvaad%20Multi%20Grain%20Atta"
"Flour & Atta (Pindi)","aashirvaad-whole-wheat-atta","aashirvaad-whole-wheat-atta.jpg","Aashirvaad Whole Wheat Atta","Aashirvaad","https://www.bigbasket.com/ps/?q=Aashirvaad%20Aashirvaad%20Whole%20Wheat%20Atta"
"Flour & Atta (Pindi)","bansi-rava","bansi-rava.jpg","Bansi Rava","Local","https://www.bigbasket.com/ps/?q=Bansi%20Rava"
"Flour & Atta (Pindi)","besan-gram-flour","besan-gram-flour.jpg","Besan (Gram Flour)","Rajdhani","https://www.bigbasket.com/ps/?q=Rajdhani%20Besan"
"Flour & Atta (Pindi)","bombay-rava-sooji","bombay-rava-sooji.jpg","Bombay Rava (Sooji)","Pillsbury","https://www.bigbasket.com/ps/?q=Pillsbury%20Bombay%20Rava"
"Flour & Atta (Pindi)","chiroti-rava-fine","chiroti-rava-fine.jpg","Chiroti Rava (Fine)","Local","https://www.bigbasket.com/ps/?q=Chiroti%20Rava"
"Flour & Atta (Pindi)","corn-flour","corn-flour.jpg","Corn Flour","Aashirvaad","https://www.bigbasket.com/ps/?q=Aashirvaad%20Corn%20Flour"
"Flour & Atta (Pindi)","corn-flour-makka","corn-flour-makka.jpg","Corn Flour (Makka)","Brown & Polson","https://www.bigbasket.com/ps/?q=Brown%20%26%20Polson%20Corn%20Flour"
"Flour & Atta (Pindi)","idli-rava","idli-rava.jpg","Idli Rava","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Idli%20Rava"
"Flour & Atta (Pindi)","maida-all-purpose-flour","maida-all-purpose-flour.jpg","Maida (All Purpose Flour)","Pillsbury","https://www.bigbasket.com/ps/?q=Pillsbury%20Maida"
"Flour & Atta (Pindi)","nature-fresh-sampoorna-atta","nature-fresh-sampoorna-atta.jpg","Nature Fresh Sampoorna Atta","Nature Fresh","https://www.bigbasket.com/ps/?q=Nature%20Fresh%20Nature%20Fresh%20Sampoorna%20Atta"
"Flour & Atta (Pindi)","patanjali-whole-wheat-atta","patanjali-whole-wheat-atta.jpg","Patanjali Whole Wheat Atta","Patanjali","https://www.bigbasket.com/ps/?q=Patanjali%20Patanjali%20Whole%20Wheat%20Atta"
"Flour & Atta (Pindi)","pillsbury-chakki-fresh-atta","pillsbury-chakki-fresh-atta.jpg","Pillsbury Chakki Fresh Atta","Pillsbury","https://www.bigbasket.com/ps/?q=Pillsbury%20Pillsbury%20Chakki%20Fresh%20Atta"
"Flour & Atta (Pindi)","pillsbury-wheat-atta","pillsbury-wheat-atta.jpg","Pillsbury Wheat Atta","Pillsbury","https://www.bigbasket.com/ps/?q=Pillsbury%20Pillsbury%20Wheat%20Atta"
"Flour & Atta (Pindi)","ragi-flour-finger-millet","ragi-flour-finger-millet.jpg","Ragi Flour (Finger Millet)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Ragi%20Flour"
"Flour & Atta (Pindi)","rajdhani-besan-gram-flour","rajdhani-besan-gram-flour.jpg","Rajdhani Besan (Gram Flour)","Rajdhani","https://www.bigbasket.com/ps/?q=Rajdhani%20Rajdhani%20Besan"
"Flour & Atta (Pindi)","rice-flour-biyyam-pindi","rice-flour-biyyam-pindi.jpg","Rice Flour (Biyyam Pindi)","Local","https://www.bigbasket.com/ps/?q=Rice%20Flour"
"Sugar & Jaggery (Bellam)","brown-sugar","brown-sugar.jpg","Brown Sugar","BB Popular","https://www.bigbasket.com/ps/?q=BB%20Popular%20Brown%20Sugar"
"Sugar & Jaggery (Bellam)","dabur-honey","dabur-honey.jpg","Dabur Honey","Dabur","https://www.bigbasket.com/ps/?q=Dabur%20Dabur%20Honey"
"Sugar & Jaggery (Bellam)","india-gate-sugar","india-gate-sugar.jpg","India Gate Sugar","India Gate","https://www.bigbasket.com/ps/?q=India%20Gate%20India%20Gate%20Sugar"
"Sugar & Jaggery (Bellam)","jaggery-block-bellam","jaggery-block-bellam.jpg","Jaggery Block (Bellam)","Local","https://www.bigbasket.com/ps/?q=Jaggery%20Block"
"Sugar & Jaggery (Bellam)","jaggery-powder-bellam-podi","jaggery-powder-bellam-podi.jpg","Jaggery Powder (Bellam Podi)","24 Mantra","https://www.bigbasket.com/ps/?q=24%20Mantra%20Jaggery%20Powder"
